01 - Rental Details Rental ID,01 - Rental Details Local Start Time,01 - Rental Details Local End Time,01 - Rental Details Bike ID,01 - Rental Details Duration In Seconds Uncapped,03 - Rental Start Station ID,03 - Rental Start Station Name,02 - Rental End Station ID,02 - Rental End Station Name,User Type,Member Gender,05 - Member Details Member Birthday Year
22187324,2019-04-01 22:24:29,2019-04-01 22:39:25,2112,896.0,318,Southport Ave & Irving Park Rd,127,Lincoln Ave & Fullerton Ave,Subscriber,Male,1997
22187325,2019-04-01 22:24:56,2019-04-01 22:30:55,471,359.0,451,Sheridan Rd & Loyola Ave,449,Clark St & Columbia Ave,Subscriber,Female,1982
22187326,2019-04-01 22:26:20,2019-04-01 22:32:00,5707,340.0,17,Honore St & Division St,213,Leavitt St & North Ave,Subscriber,Male,1994
22187331,2019-04-01 22:29:06,2019-04-01 22:39:58,1305,652.0,148,State St & 33rd St,237,MLK Jr Dr & 29th St,Subscriber,Male,1994
22187332,2019-04-01 22:29:12,2019-04-01 22:39:49,5833,637.0,148,State St & 33rd St,237,MLK Jr Dr & 29th St,Subscriber,Male,1993
22187333,2019-04-01 22:29:40,2019-04-01 22:37:24,1214,464.0,119,Ashland Ave & Lake St (Temp),210,Ashland Ave & Division St,Subscriber,Female,1973
22187335,2019-04-01 22:29:52,2019-04-01 22:33:54,4148,242.0,320,Loomis St & Lexington St,261,Hermitage Ave & Polk St,Subscriber,Male,1994
22187337,2019-04-01 22:30:03,2019-04-01 22:43:57,3474,834.0,157,Lake Shore Dr & Wellington Ave,67,Sheffield Ave & Fullerton Ave,Subscriber,Male,1996
22187338,2019-04-01 22:30:48,2019-04-01 22:45:46,3685,898.0,165,Clark St & Grace St,461,Broadway & Ridge Ave,Subscriber,Male,1988
22187339,2019-04-01 22:31:17,2019-04-01 22:36:43,2405,326.0,174,Canal St & Madison St,90,Millennium Park,Subscriber,Male,1965
22187340,2019-04-01 22:31:29,2019-04-01 22:33:49,5991,140.0,117,Wilton Ave & Belmont Ave,299,Halsted St & Roscoe St,Subscriber,Male,1993
22187341,2019-04-01 22:31:53,2019-04-01 22:44:46,1282,773.0,219,Damen Ave & Cortland St,350,Ashland Ave & Chicago Ave,Subscriber,Male,1982
22187342,2019-04-01 22:32:51,2019-04-01 22:35:32,1446,161.0,248,Woodlawn Ave & 55th St,423,University Ave & 57th St,Subscriber,Male,1997
22187343,2019-04-01 22:33:51,2019-04-01 22:37:33,2261,222.0,423,University Ave & 57th St,418,Ellis Ave & 53rd St,Subscriber,Female,1989
22187344,2019-04-01 22:35:37,2019-04-01 22:50:18,6185,881.0,331,Halsted St & Clybourn Ave (*),632,Clark St & Newport St,Subscriber,Male,1977
22187345,2019-04-01 22:36:01,2019-04-01 22:48:44,4977,763.0,55,Halsted St & Roosevelt Rd,207,Emerald Ave & 28th St,Subscriber,Male,1989
22187346,2019-04-01 22:36:45,2019-04-01 22:40:16,4147,211.0,59,Wabash Ave & Roosevelt Rd,273,Michigan Ave & 18th St,Subscriber,Male,1969
22187347,2019-04-01 22:38:46,2019-04-01 22:47:57,1391,551.0,184,State St & 35th St,237,MLK Jr Dr & 29th St,Subscriber,Male,1995
22187348,2019-04-01 22:39:42,2019-04-01 22:46:15,5485,393.0,425,Harper Ave & 59th St,426,Ellis Ave & 60th St,Subscriber,Male,1996
22187349,2019-04-01 22:41:28,2019-04-01 22:48:41,4260,433.0,259,California Ave & Francis Pl,506,Spaulding Ave & Armitage Ave,Subscriber,Male,1967
22187350,2019-04-01 22:41:33,2019-04-01 22:45:44,300,251.0,331,Halsted St & Clybourn Ave (*),359,Larrabee St & Division St,Subscriber,Male,1991
22187351,2019-04-01 22:44:20,2019-04-01 22:49:45,952,325.0,176,Clark St & Elm St,110,Dearborn St & Erie St,Subscriber,Male,1995
22187352,2019-04-01 22:45:34,2019-04-01 23:03:51,621,"1,097.0",116,Western Ave & Winnebago Ave,378,California Ave & Lake St,Subscriber,Male,1995
22187353,2019-04-01 22:46:05,2019-04-01 23:03:40,781,"1,055.0",463,Clark St & Berwyn Ave,256,Broadway & Sheridan Rd,Subscriber,Male,1990
22187354,2019-04-01 22:46:17,2019-04-01 22:49:11,1343,174.0,69,Damen Ave & Pierce Ave,130,Damen Ave & Division St,Subscriber,Female,1977
22187355,2019-04-01 22:46:54,2019-04-01 22:53:49,2248,415.0,31,Franklin St & Chicago Ave,301,Clark St & Schiller St,Subscriber,Male,1994
22187356,2019-04-01 22:47:19,2019-04-01 22:52:53,547,334.0,113,Bissell St & Armitage Ave,87,Racine Ave & Fullerton Ave,Subscriber,Male,1997
22187357,2019-04-01 22:48:14,2019-04-01 22:58:28,3341,614.0,232,Pine Grove Ave & Waveland Ave,232,Pine Grove Ave & Waveland Ave,Subscriber,Male,1991
22187358,2019-04-01 22:48:43,2019-04-01 22:52:43,1214,240.0,210,Ashland Ave & Division St,657,Wood St & Augusta Blvd,Subscriber,Female,1975
22187359,2019-04-01 22:49:01,2019-04-01 23:02:59,4977,838.0,207,Emerald Ave & 28th St,408,Union Ave & Root St,Subscriber,Male,1989
22187360,2019-04-01 22:50:30,2019-04-01 23:16:36,4914,"1,566.0",98,LaSalle St & Washington St,193,State St & 29th St,Subscriber,Male,1984
22187361,2019-04-01 22:51:52,2019-04-01 23:10:57,612,"1,145.0",243,Lincoln Ave & Sunnyside Ave,505,Winchester Ave & Elston Ave,Subscriber,Male,1990
22187362,2019-04-01 22:53:09,2019-04-01 23:00:33,3708,444.0,154,Southport Ave & Belmont Ave,156,Clark St & Wellington Ave,Subscriber,Female,1972
22187363,2019-04-01 22:53:36,2019-04-01 23:00:33,2303,417.0,154,Southport Ave & Belmont Ave,156,Clark St & Wellington Ave,Subscriber,Male,1972
22187364,2019-04-01 22:54:34,2019-04-01 23:33:57,5678,"2,363.0",45,Michigan Ave & Ida B Wells Dr,124,Damen Ave & Cullerton St,Subscriber,Male,1990
22187365,2019-04-01 22:54:45,2019-04-01 23:26:57,341,"1,932.0",140,Dearborn Pkwy & Delaware Pl,337,Clark St & Chicago Ave,Subscriber,Male,1991
22187366,2019-04-01 22:59:43,2019-04-01 23:40:00,3587,"2,417.0",194,Wabash Ave & Wacker Pl,640,Bernard St & Elston Ave,Subscriber,Male,1980
22187367,2019-04-01 22:59:49,2019-04-01 23:19:27,6019,"1,178.0",143,Sedgwick St & Webster Ave,69,Damen Ave & Pierce Ave,Subscriber,Male,1950
22187368,2019-04-01 23:01:04,2019-04-01 23:02:34,2426,90.0,342,Wolcott Ave & Polk St,261,Hermitage Ave & Polk St,Subscriber,Female,1985
22187369,2019-04-01 23:01:36,2019-04-01 23:14:33,2352,777.0,623,Michigan Ave & 8th St,26,McClurg Ct & Illinois St,Subscriber,Male,1967
22187370,2019-04-01 23:02:27,2019-04-01 23:09:26,4370,419.0,108,Halsted St & Polk St,19,Loomis St & Taylor St (*),Subscriber,Male,1992
22187371,2019-04-01 23:03:12,2019-04-01 23:08:49,4607,337.0,241,Morgan St & Polk St,320,Loomis St & Lexington St,Subscriber,Male,1992
22187372,2019-04-01 23:03:54,2019-04-01 23:27:12,1196,"1,398.0",14,Morgan St & 18th St,442,California Ave & 23rd Pl,Subscriber,Male,1948
22187373,2019-04-01 23:05:05,2019-04-01 23:16:47,3934,702.0,43,Michigan Ave & Washington St,52,Michigan Ave & Lake St,Customer,,
22187374,2019-04-01 23:06:08,2019-04-01 23:23:00,2311,"1,012.0",133,Kingsbury St & Kinzie St,94,Clark St & Armitage Ave,Subscriber,Male,1984
22187375,2019-04-01 23:06:29,2019-04-01 23:10:49,1446,260.0,423,University Ave & 57th St,345,Lake Park Ave & 56th St,Subscriber,Male,1993
22187376,2019-04-01 23:06:48,2019-04-01 23:12:34,1611,346.0,133,Kingsbury St & Kinzie St,84,Milwaukee Ave & Grand Ave,Subscriber,Male,1975
22187377,2019-04-01 23:09:58,2019-04-01 23:21:14,6074,676.0,232,Pine Grove Ave & Waveland Ave,323,Sheridan Rd & Lawrence Ave,Subscriber,Male,1986
22187379,2019-04-01 23:10:01,2019-04-01 23:13:58,3785,237.0,242,Damen Ave & Leland Ave,464,Damen Ave & Foster Ave,Subscriber,Male,1972
22187380,2019-04-01 23:10:18,2019-04-01 23:14:43,2433,265.0,127,Lincoln Ave & Fullerton Ave,313,Lakeview Ave & Fullerton Pkwy,Subscriber,Male,1990
22187381,2019-04-01 23:11:29,2019-04-01 23:29:55,6311,"1,106.0",317,Wood St & Taylor St,281,Western Ave & 24th St,Subscriber,Male,1974
22187382,2019-04-01 23:13:02,2019-04-01 23:21:37,4135,515.0,277,Ashland Ave & Grand Ave,16,Paulina Ave & North Ave,Subscriber,Male,1985
22187383,2019-04-01 23:13:04,2019-04-01 23:14:55,3083,111.0,66,Clinton St & Lake St,77,Clinton St & Madison St,Subscriber,Female,1985
22187384,2019-04-01 23:14:53,2019-04-01 23:22:39,4057,466.0,183,Damen Ave & Thomas St (Augusta Blvd),277,Ashland Ave & Grand Ave,Subscriber,Male,1984
22187385,2019-04-01 23:15:59,2019-04-01 23:32:32,3719,993.0,368,Ashland Ave & Archer Ave,549,Marshfield Ave & 44th St,Customer,,
22187386,2019-04-01 23:17:31,2019-04-01 23:26:42,4914,551.0,193,State St & 29th St,263,Rhodes Ave & 32nd St,Subscriber,Male,1984
22187387,2019-04-01 23:18:02,2019-04-01 23:43:46,3934,"1,544.0",52,Michigan Ave & Lake St,43,Michigan Ave & Washington St,Customer,,
22187388,2019-04-01 23:18:20,2019-04-01 23:43:38,1449,"1,518.0",52,Michigan Ave & Lake St,43,Michigan Ave & Washington St,Customer,,
22187389,2019-04-01 23:18:14,2019-04-01 23:31:56,4139,822.0,480,Albany Ave & Montrose Ave,230,Lincoln Ave & Roscoe St,Subscriber,Female,1994
22187390,2019-04-01 23:20:17,2019-04-01 23:39:45,2478,"1,168.0",144,Larrabee St & Webster Ave,501,Richmond St & Diversey Ave,Subscriber,Male,1984
22187391,2019-04-01 23:24:08,2019-04-01 23:28:50,5260,282.0,107,Desplaines St & Jackson Blvd,169,Canal St & Harrison St,Subscriber,Male,1977
22187392,2019-04-01 23:24:50,2019-04-01 23:28:31,1395,221.0,118,Sedgwick St & North Ave,94,Clark St & Armitage Ave,Subscriber,Male,1994
22187393,2019-04-01 23:25:17,2019-04-01 23:30:44,6031,327.0,24,Fairbanks Ct & Grand Ave,195,Columbus Dr & Randolph St,Subscriber,Male,1956
22187394,2019-04-01 23:27:25,2019-04-01 23:32:40,5846,315.0,504,Campbell Ave & Fullerton Ave,116,Western Ave & Winnebago Ave,Subscriber,Male,1992
22187395,2019-04-01 23:27:27,2019-04-01 23:48:05,341,"1,238.0",337,Clark St & Chicago Ave,142,McClurg Ct & Erie St,Subscriber,Male,1991
22187396,2019-04-01 23:27:38,2019-04-01 23:37:08,4462,570.0,54,Ogden Ave & Chicago Ave,145,Mies van der Rohe Way & Chestnut St,Subscriber,Female,1990
22187397,2019-04-01 23:32:47,2019-04-01 23:39:24,3524,397.0,26,McClurg Ct & Illinois St,133,Kingsbury St & Kinzie St,Subscriber,Male,1993
22187398,2019-04-01 23:32:53,2019-04-01 23:40:09,5941,436.0,52,Michigan Ave & Lake St,174,Canal St & Madison St,Subscriber,Male,1995
22187399,2019-04-01 23:38:50,2019-04-01 23:50:02,1919,672.0,51,Clark St & Randolph St,80,Aberdeen St & Monroe St,Subscriber,Male,1975
22187400,2019-04-01 23:42:45,2019-04-01 23:54:38,6012,713.0,90,Millennium Park,370,Calumet Ave & 21st St,Subscriber,Male,1978
22187401,2019-04-01 23:46:53,2019-04-01 23:50:33,5260,220.0,169,Canal St & Harrison St,107,Desplaines St & Jackson Blvd,Subscriber,Male,1977
22187402,2019-04-01 23:47:34,2019-04-01 23:51:03,4006,209.0,273,Michigan Ave & 18th St,59,Wabash Ave & Roosevelt Rd,Subscriber,Male,1969
22187403,2019-04-01 23:53:03,2019-04-01 23:59:07,1972,364.0,52,Michigan Ave & Lake St,24,Fairbanks Ct & Grand Ave,Subscriber,Female,1982
22187404,2019-04-01 23:53:26,2019-04-01 23:59:25,380,359.0,303,Broadway & Cornelia Ave,254,Pine Grove Ave & Irving Park Rd,Subscriber,Male,1972
22187405,2019-04-01 23:56:20,2019-04-02 00:48:40,1856,"3,140.0",142,McClurg Ct & Erie St,106,State St & Pearson St,Subscriber,Male,1991
22187406,2019-04-01 23:57:07,2019-04-02 00:10:41,2486,814.0,50,Clark St & Ida B Wells Dr,273,Michigan Ave & 18th St,Subscriber,Male,1984
22187407,2019-04-01 23:57:54,2019-04-02 00:06:06,4811,492.0,457,Clark St & Elmdale Ave,660,Sheridan Rd & Columbia Ave,Subscriber,Male,1984
22187408,2019-04-01 23:59:09,2019-04-02 00:09:05,701,596.0,98,LaSalle St & Washington St,22,May St & Taylor St,Subscriber,Male,1993
22187409,2019-04-02 00:04:58,2019-04-02 00:16:38,6463,700.0,112,Green St & Randolph St,31,Franklin St & Chicago Ave,Subscriber,Male,1989
22187410,2019-04-02 00:07:04,2019-04-02 00:12:30,2662,326.0,304,Broadway & Waveland Ave,232,Pine Grove Ave & Waveland Ave,Subscriber,Male,1975
22187411,2019-04-02 00:13:18,2019-04-02 00:16:34,5852,196.0,75,Canal St & Jackson Blvd,36,Franklin St & Jackson Blvd,Subscriber,Male,1990
22187412,2019-04-02 00:13:37,2019-04-02 00:20:20,2955,403.0,77,Clinton St & Madison St,84,Milwaukee Ave & Grand Ave,Subscriber,Male,1977
22187413,2019-04-02 00:20:15,2019-04-02 00:43:16,6074,"1,381.0",323,Sheridan Rd & Lawrence Ave,323,Sheridan Rd & Lawrence Ave,Subscriber,Male,1974
22187414,2019-04-02 00:21:08,2019-04-02 00:30:31,5846,563.0,116,Western Ave & Winnebago Ave,374,Western Ave & Walton St,Subscriber,Male,1989
22187415,2019-04-02 00:21:53,2019-04-02 00:46:33,6259,"1,480.0",84,Milwaukee Ave & Grand Ave,506,Spaulding Ave & Armitage Ave,Subscriber,Male,1977
22187416,2019-04-02 00:25:24,2019-04-02 00:33:04,4536,460.0,22,May St & Taylor St,137,Morgan Ave & 14th Pl,Subscriber,Male,1992
22187417,2019-04-02 00:28:18,2019-04-02 00:31:45,5831,207.0,68,Clinton St & Tilden St,77,Clinton St & Madison St,Subscriber,Male,1952
22187418,2019-04-02 00:33:17,2019-04-02 00:51:04,2706,"1,067.0",483,Avondale Ave & Irving Park Rd,240,Sheridan Rd & Irving Park Rd,Subscriber,Male,1993
22187419,2019-04-02 00:34:42,2019-04-02 00:43:22,3263,520.0,156,Clark St & Wellington Ave,144,Larrabee St & Webster Ave,Subscriber,Male,1989
22187420,2019-04-02 00:36:16,2019-04-02 00:50:53,1611,877.0,84,Milwaukee Ave & Grand Ave,199,Wabash Ave & Grand Ave,Subscriber,Female,1991
22187421,2019-04-02 00:39:11,2019-04-02 00:43:15,2426,244.0,261,Hermitage Ave & Polk St,320,Loomis St & Lexington St,Subscriber,Male,1994
22187422,2019-04-02 00:39:17,2019-04-02 00:43:11,4148,234.0,261,Hermitage Ave & Polk St,320,Loomis St & Lexington St,Subscriber,Male,1994
22187423,2019-04-02 01:00:30,2019-04-02 01:05:07,5168,277.0,81,Daley Center Plaza,337,Clark St & Chicago Ave,Subscriber,Male,1991
22187424,2019-04-02 01:05:49,2019-04-02 01:34:01,4855,"1,692.0",98,LaSalle St & Washington St,329,Lake Shore Dr & Diversey Pkwy,Subscriber,Male,1974
22187425,2019-04-02 01:06:00,2019-04-02 01:19:36,4139,816.0,230,Lincoln Ave & Roscoe St,480,Albany Ave & Montrose Ave,Subscriber,Female,1994
22187426,2019-04-02 01:35:18,2019-04-02 02:09:57,1933,"2,079.0",507,Humboldt Blvd & Armitage Ave,57,Clinton St & Roosevelt Rd,Subscriber,Male,1982
22187427,2019-04-02 01:41:33,2019-04-02 01:43:35,5852,122.0,36,Franklin St & Jackson Blvd,89,Financial Pl & Ida B Wells Dr (Temp),Subscriber,Male,1994
22187428,2019-04-02 01:42:40,2019-04-02 02:07:18,3213,"1,478.0",127,Lincoln Ave & Fullerton Ave,622,California Ave & Cortez St,Subscriber,Male,1987
22187429,2019-04-02 01:43:47,2019-04-02 01:52:46,5941,539.0,174,Canal St & Madison St,241,Morgan St & Polk St,Subscriber,Male,1987
22187430,2019-04-02 01:51:52,2019-04-02 02:01:43,4103,591.0,59,Wabash Ave & Roosevelt Rd,36,Franklin St & Jackson Blvd,Subscriber,Male,1958
22187431,2019-04-02 02:49:51,2019-04-02 02:55:53,460,362.0,172,Rush St & Cedar St,635,Fairbanks St & Superior St (*),Subscriber,Male,1992
22187432,2019-04-02 02:58:09,2019-04-02 03:27:26,4628,"1,757.0",174,Canal St & Madison St,251,Clarendon Ave & Leland Ave,Subscriber,Male,1969
22187433,2019-04-02 03:21:22,2019-04-02 03:33:27,123,725.0,340,Clark St & Wrightwood Ave,299,Halsted St & Roscoe St,Subscriber,Male,1989
22187434,2019-04-02 03:24:25,2019-04-02 03:57:54,1529,"2,009.0",310,Damen Ave & Charleston St,123,California Ave & Milwaukee Ave,Subscriber,Female,1968
22187435,2019-04-02 03:33:43,2019-04-02 03:43:52,5769,609.0,299,Halsted St & Roscoe St,340,Clark St & Wrightwood Ave,Subscriber,Male,1989
22187436,2019-04-02 03:34:25,2019-04-02 03:48:04,1117,819.0,299,Halsted St & Roscoe St,251,Clarendon Ave & Leland Ave,Subscriber,Male,1992
22187437,2019-04-02 03:50:08,2019-04-02 03:58:40,581,512.0,116,Western Ave & Winnebago Ave,506,Spaulding Ave & Armitage Ave,Subscriber,Male,1994
22187438,2019-04-02 04:12:11,2019-04-02 04:29:05,3514,"1,014.0",15,Racine Ave & 18th St,84,Milwaukee Ave & Grand Ave,Subscriber,Male,1981
22187439,2019-04-02 04:13:01,2019-04-02 04:17:45,6240,284.0,347,Ashland Ave & Grace St,229,Southport Ave & Roscoe St,Subscriber,Female,1995
22187440,2019-04-02 04:15:56,2019-04-02 04:22:44,5399,408.0,156,Clark St & Wellington Ave,229,Southport Ave & Roscoe St,Subscriber,Male,1986
22187441,2019-04-02 04:18:55,2019-04-02 04:21:22,105,147.0,198,Green St & Madison St,77,Clinton St & Madison St,Subscriber,Male,1967
22187442,2019-04-02 04:26:12,2019-04-02 04:33:18,413,426.0,475,Washtenaw Ave & Lawrence Ave,480,Albany Ave & Montrose Ave,Subscriber,Male,1991
22187443,2019-04-02 04:32:28,2019-04-02 04:35:27,6299,179.0,257,Lincoln Ave & Waveland Ave,230,Lincoln Ave & Roscoe St,Subscriber,Male,1981
22187444,2019-04-02 04:36:33,2019-04-02 04:53:02,3954,989.0,176,Clark St & Elm St,59,Wabash Ave & Roosevelt Rd,Subscriber,Female,1977
22187445,2019-04-02 04:37:34,2019-04-02 04:42:21,5055,287.0,44,State St & Randolph St,110,Dearborn St & Erie St,Subscriber,Male,1989
22187446,2019-04-02 04:38:52,2019-04-02 04:43:00,966,248.0,414,Canal St & Taylor St,192,Canal St & Adams St,Subscriber,Male,1978
22187447,2019-04-02 04:39:25,2019-04-02 04:47:05,6392,460.0,660,Sheridan Rd & Columbia Ave,515,Paulina St & Howard St,Subscriber,Female,1981
22187448,2019-04-02 04:39:53,2019-04-02 04:45:13,6148,320.0,7,Field Blvd & South Water St,211,St. Clair St & Erie St,Subscriber,Male,1987
22187449,2019-04-02 04:40:28,2019-04-02 04:45:56,1715,328.0,143,Sedgwick St & Webster Ave,327,Sheffield Ave & Webster Ave,Subscriber,Male,1998
22187450,2019-04-02 04:45:09,2019-04-02 04:59:42,985,873.0,60,Dayton St & North Ave,315,Elston Ave & Wabansia Ave,Subscriber,Male,1964
22187451,2019-04-02 04:45:28,2019-04-02 04:50:34,3793,306.0,343,Racine Ave & Wrightwood Ave,127,Lincoln Ave & Fullerton Ave,Subscriber,Male,1991
22187452,2019-04-02 04:46:24,2019-04-02 04:52:30,3512,366.0,486,Oakley Ave & Irving Park Rd,482,Campbell Ave & Montrose Ave,Subscriber,Male,1993
22187453,2019-04-02 04:47:57,2019-04-02 04:50:10,2405,133.0,90,Millennium Park,52,Michigan Ave & Lake St,Subscriber,Male,1992
22187454,2019-04-02 04:48:04,2019-04-02 04:54:38,1799,394.0,96,Desplaines St & Randolph St,283,LaSalle St & Jackson Blvd,Subscriber,Male,1980
22187455,2019-04-02 04:48:18,2019-04-02 04:56:04,2971,466.0,115,Sheffield Ave & Wellington Ave,230,Lincoln Ave & Roscoe St,Subscriber,Male,1990
22187456,2019-04-02 04:48:34,2019-04-02 05:00:19,5759,705.0,172,Rush St & Cedar St,174,Canal St & Madison St,Subscriber,Male,1993
22187457,2019-04-02 04:54:22,2019-04-02 04:59:59,3253,337.0,300,Broadway & Barry Ave,13,Wilton Ave & Diversey Pkwy,Subscriber,Female,1994
22187458,2019-04-02 04:58:30,2019-04-02 05:11:57,1438,807.0,192,Canal St & Adams St,321,Wabash Ave & 9th St,Subscriber,Male,1994
22187459,2019-04-02 05:00:32,2019-04-02 05:19:05,2788,"1,113.0",214,Damen Ave & Grand Ave,283,LaSalle St & Jackson Blvd,Subscriber,Female,1976
22187460,2019-04-02 05:00:43,2019-04-02 05:06:13,5766,330.0,175,Wells St & Polk St,5,State St & Harrison St,Subscriber,Male,1981
22187461,2019-04-02 05:01:58,2019-04-02 05:18:36,6444,998.0,333,Ashland Ave & Blackhawk St,283,LaSalle St & Jackson Blvd,Subscriber,Male,1988
22187462,2019-04-02 05:03:28,2019-04-02 05:25:19,4115,"1,311.0",99,Lake Shore Dr & Ohio St,55,Halsted St & Roosevelt Rd,Subscriber,Male,1992
22187463,2019-04-02 05:08:26,2019-04-02 05:15:10,1327,404.0,7,Field Blvd & South Water St,81,Daley Center Plaza,Subscriber,Male,1970
22187464,2019-04-02 05:10:49,2019-04-02 05:24:45,1829,836.0,134,Peoria St & Jackson Blvd,26,McClurg Ct & Illinois St,Subscriber,Male,1991
22187465,2019-04-02 05:14:00,2019-04-02 05:18:19,3188,259.0,632,Clark St & Newport St,229,Southport Ave & Roscoe St,Subscriber,Male,1994
22187466,2019-04-02 05:14:28,2019-04-02 05:22:18,4633,470.0,168,Michigan Ave & 14th St,55,Halsted St & Roosevelt Rd,Subscriber,Male,1993
22187467,2019-04-02 05:16:14,2019-04-02 05:22:49,6079,395.0,321,Wabash Ave & 9th St,197,Michigan Ave & Madison St,Subscriber,Female,1971
22187468,2019-04-02 05:16:21,2019-04-02 05:20:41,624,260.0,72,Wabash Ave & 16th St,321,Wabash Ave & 9th St,Subscriber,Male,1976
22187469,2019-04-02 05:16:55,2019-04-02 05:20:49,5392,234.0,325,Clark St & Winnemac Ave,344,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1990
22187470,2019-04-02 05:17:43,2019-04-02 05:19:45,1193,122.0,53,Wells St & Huron St,111,Sedgwick St & Huron St,Subscriber,Male,1988
22187471,2019-04-02 05:17:56,2019-04-02 05:20:07,2611,131.0,212,Wells St & Hubbard St,47,State St & Kinzie St,Subscriber,Male,1994
22187472,2019-04-02 05:17:59,2019-04-02 05:58:21,4448,"2,422.0",506,Spaulding Ave & Armitage Ave,283,LaSalle St & Jackson Blvd,Subscriber,Male,1962
22187473,2019-04-02 05:20:28,2019-04-02 05:31:00,3475,632.0,220,Clark St & Drummond Pl,307,Southport Ave & Clybourn Ave,Subscriber,Female,1993
22187474,2019-04-02 05:20:32,2019-04-02 05:40:32,4520,"1,200.0",469,St. Louis Ave & Balmoral Ave,330,Lincoln Ave & Addison St,Subscriber,Male,1974
22187475,2019-04-02 05:20:32,2019-04-02 05:30:12,4887,580.0,289,Wells St & Concord Ln,364,Larrabee St & Oak St,Subscriber,Male,1991
22187476,2019-04-02 05:20:55,2019-04-02 05:30:07,2579,552.0,60,Dayton St & North Ave,173,Mies van der Rohe Way & Chicago Ave,Subscriber,Male,1987
22187477,2019-04-02 05:20:57,2019-04-02 05:30:03,1080,546.0,255,Indiana Ave & Roosevelt Rd,264,Stetson Ave & South Water St,Subscriber,Male,1990
22187478,2019-04-02 05:21:02,2019-04-02 05:31:35,6300,633.0,6,Dusable Harbor,40,LaSalle St & Adams St,Subscriber,Male,1969
22187479,2019-04-02 05:21:06,2019-04-02 05:38:22,3573,"1,036.0",478,Rockwell St & Eastwood Ave,493,Western Ave & Roscoe St,Subscriber,Female,1966
22187480,2019-04-02 05:22:11,2019-04-02 05:30:34,3377,503.0,75,Canal St & Jackson Blvd,55,Halsted St & Roosevelt Rd,Subscriber,Female,1962
22187481,2019-04-02 05:22:44,2019-04-02 05:29:53,2637,429.0,192,Canal St & Adams St,48,Larrabee St & Kingsbury St,Subscriber,Male,1969
22187482,2019-04-02 05:22:54,2019-04-02 05:32:45,2908,591.0,140,Dearborn Pkwy & Delaware Pl,287,Franklin St & Monroe St,Subscriber,Male,1990
22187483,2019-04-02 05:23:09,2019-04-02 05:30:36,4885,447.0,175,Wells St & Polk St,77,Clinton St & Madison St,Subscriber,Female,1991
22187484,2019-04-02 05:24:19,2019-04-02 05:30:15,5962,356.0,620,Orleans St & Chestnut St (NEXT Apts),211,St. Clair St & Erie St,Subscriber,Male,1963
22187485,2019-04-02 05:25:30,2019-04-02 05:29:06,112,216.0,504,Campbell Ave & Fullerton Ave,116,Western Ave & Winnebago Ave,Subscriber,Male,1991
22187486,2019-04-02 05:26:45,2019-04-02 05:31:06,2456,261.0,220,Clark St & Drummond Pl,127,Lincoln Ave & Fullerton Ave,Subscriber,Female,1990
22187487,2019-04-02 05:27:49,2019-04-02 05:39:23,6253,694.0,152,Lincoln Ave & Diversey Pkwy,58,Marshfield Ave & Cortland St,Subscriber,Female,1976
22187488,2019-04-02 05:28:50,2019-04-02 05:33:25,1127,275.0,133,Kingsbury St & Kinzie St,77,Clinton St & Madison St,Subscriber,Male,1990
22187489,2019-04-02 05:28:58,2019-04-02 05:30:48,140,110.0,227,Southport Ave & Waveland Ave,229,Southport Ave & Roscoe St,Subscriber,Male,1962
22187490,2019-04-02 05:29:59,2019-04-02 05:34:49,3816,290.0,46,Wells St & Walton St,289,Wells St & Concord Ln,Customer,Male,1987
22187492,2019-04-02 05:31:13,2019-04-02 05:45:17,2627,844.0,192,Canal St & Adams St,106,State St & Pearson St,Subscriber,Male,1958
22187493,2019-04-02 05:34:08,2019-04-02 05:51:01,5231,"1,013.0",131,Lincoln Ave & Belmont Ave,222,Milwaukee Ave & Rockwell St,Subscriber,Female,1993
