01 - Rental Details Rental ID,01 - Rental Details Local Start Time,01 - Rental Details Local End Time,01 - Rental Details Bike ID,01 - Rental Details Duration In Seconds Uncapped,03 - Rental Start Station ID,03 - Rental Start Station Name,02 - Rental End Station ID,02 - Rental End Station Name,User Type,Member Gender,05 - Member Details Member Birthday Year
22201026,2019-04-03 09:35:38,2019-04-03 09:49:10,3722,812.0,202,Halsted St & 18th St,623,Michigan Ave & 8th St,Subscriber,Male,1994
22201027,2019-04-03 09:35:43,2019-04-03 09:45:00,6031,557.0,277,Ashland Ave & Grand Ave,133,Kingsbury St & Kinzie St,Subscriber,Male,1982
22201030,2019-04-03 09:36:10,2019-04-03 09:55:02,6182,"1,132.0",36,Franklin St & Jackson Blvd,341,Adler Planetarium,Subscriber,Male,1970
22201032,2019-04-03 09:36:16,2019-04-03 09:41:00,2959,284.0,134,Peoria St & Jackson Blvd,96,Desplaines St & Randolph St,Subscriber,Male,1989
22201033,2019-04-03 09:36:17,2019-04-03 09:39:29,1927,192.0,359,Larrabee St & Division St,364,Larrabee St & Oak St,Subscriber,Male,1992
22201036,2019-04-03 09:36:50,2019-04-03 09:47:04,6050,614.0,111,Sedgwick St & Huron St,36,Franklin St & Jackson Blvd,Subscriber,Male,1993
22201037,2019-04-03 09:37:09,2019-04-03 09:43:53,3949,404.0,112,Green St & Randolph St,92,Carpenter St & Huron St,Subscriber,Male,1968
22201038,2019-04-03 09:37:22,2019-04-03 09:43:57,382,395.0,91,Clinton St & Washington Blvd,125,Rush St & Hubbard St,Subscriber,Male,1982
22201040,2019-04-03 09:37:23,2019-04-03 09:41:47,5816,264.0,26,McClurg Ct & Illinois St,199,Wabash Ave & Grand Ave,Subscriber,Male,1985
22201041,2019-04-03 09:37:29,2019-04-03 09:50:13,437,764.0,111,Sedgwick St & Huron St,134,Peoria St & Jackson Blvd,Subscriber,Male,1957
22201043,2019-04-03 09:37:40,2019-04-03 09:58:06,2036,"1,226.0",320,Loomis St & Lexington St,125,Rush St & Hubbard St,Subscriber,Male,1975
22201045,2019-04-03 09:37:48,2019-04-03 09:50:27,6442,759.0,72,Wabash Ave & 16th St,195,Columbus Dr & Randolph St,Subscriber,Male,1966
22201047,2019-04-03 09:37:54,2019-04-03 09:44:58,5592,424.0,75,Canal St & Jackson Blvd,636,Orleans St & Hubbard St (*),Subscriber,Female,1987
22201048,2019-04-03 09:38:04,2019-04-03 09:43:11,4887,307.0,84,Milwaukee Ave & Grand Ave,111,Sedgwick St & Huron St,Subscriber,Male,1991
22201049,2019-04-03 09:38:22,2019-04-03 09:44:06,3930,344.0,91,Clinton St & Washington Blvd,81,Daley Center Plaza,Subscriber,Male,1975
22201050,2019-04-03 09:38:23,2019-04-03 09:52:53,5645,870.0,210,Ashland Ave & Division St,112,Green St & Randolph St,Subscriber,Male,1987
22201051,2019-04-03 09:38:27,2019-04-03 09:48:54,6267,627.0,31,Franklin St & Chicago Ave,638,Clinton St & Jackson Blvd (*),Subscriber,Male,1978
22201052,2019-04-03 09:38:32,2019-04-03 09:47:11,6204,519.0,346,Ada St & Washington Blvd,81,Daley Center Plaza,Subscriber,Male,1973
22201053,2019-04-03 09:39:07,2019-04-03 11:25:26,4017,"6,379.0",76,Lake Shore Dr & Monroe St,6,Dusable Harbor,Customer,,
22201054,2019-04-03 09:39:11,2019-04-03 11:25:16,4588,"6,365.0",76,Lake Shore Dr & Monroe St,6,Dusable Harbor,Customer,,
22201056,2019-04-03 09:39:15,2019-04-03 09:49:12,6016,597.0,114,Sheffield Ave & Waveland Ave,327,Sheffield Ave & Webster Ave,Subscriber,Male,1969
22201059,2019-04-03 09:39:37,2019-04-03 09:49:29,3517,592.0,437,Washtenaw Ave & Ogden Ave (*),146,Loomis St & Jackson Blvd,Subscriber,Male,1992
22201060,2019-04-03 09:39:40,2019-04-03 09:46:54,3396,434.0,135,Halsted St & 21st St,108,Halsted St & Polk St,Subscriber,Female,1996
22201062,2019-04-03 09:40:01,2019-04-03 09:48:54,189,533.0,264,Stetson Ave & South Water St,96,Desplaines St & Randolph St,Subscriber,Male,1992
22201064,2019-04-03 09:40:09,2019-04-03 09:50:34,5080,625.0,91,Clinton St & Washington Blvd,74,Kingsbury St & Erie St,Subscriber,Female,1962
22201065,2019-04-03 09:40:11,2019-04-03 10:17:00,4582,"2,209.0",211,St. Clair St & Erie St,3,Shedd Aquarium,Customer,,
22201068,2019-04-03 09:40:22,2019-04-03 09:56:44,4738,982.0,211,St. Clair St & Erie St,287,Franklin St & Monroe St,Subscriber,Male,1958
22201070,2019-04-03 09:40:31,2019-04-03 10:16:52,2606,"2,181.0",211,St. Clair St & Erie St,3,Shedd Aquarium,Customer,,
22201071,2019-04-03 09:40:38,2019-04-03 09:52:48,4332,730.0,30,Ashland Ave & Augusta Blvd,91,Clinton St & Washington Blvd,Subscriber,Male,1989
22201072,2019-04-03 09:40:29,2019-04-03 10:13:31,2612,"1,982.0",258,Logan Blvd & Elston Ave,81,Daley Center Plaza,Subscriber,Male,1975
22203823,2019-04-03 15:46:44,2019-04-03 16:08:08,1963,"1,284.0",636,Orleans St & Hubbard St (*),659,Leavitt St & Chicago Ave,Subscriber,Male,1994
22203824,2019-04-03 15:46:50,2019-04-03 15:51:55,4061,305.0,21,Aberdeen St & Jackson Blvd,77,Clinton St & Madison St,Subscriber,Male,1984
22203825,2019-04-03 15:46:55,2019-04-03 15:49:38,4451,163.0,110,Dearborn St & Erie St,106,State St & Pearson St,Subscriber,Male,1982
22203826,2019-04-03 15:46:58,2019-04-03 16:15:39,1160,"1,721.0",85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Subscriber,Male,1971
22203827,2019-04-03 15:47:00,2019-04-03 15:54:05,1509,425.0,208,Ashland Ave & 21st St,171,May St & Cullerton St,Subscriber,Male,1993
22203828,2019-04-03 15:47:06,2019-04-03 15:51:33,1155,267.0,113,Bissell St & Armitage Ave,144,Larrabee St & Webster Ave,Subscriber,Male,1958
22203830,2019-04-03 15:47:23,2019-04-03 15:50:16,5005,173.0,142,McClurg Ct & Erie St,635,Fairbanks St & Superior St (*),Subscriber,Female,1956
22203831,2019-04-03 15:47:28,2019-04-03 15:51:00,1355,212.0,195,Columbus Dr & Randolph St,81,Daley Center Plaza,Subscriber,Male,1981
22203832,2019-04-03 15:47:31,2019-04-03 15:54:58,5189,447.0,32,Racine Ave & Congress Pkwy,77,Clinton St & Madison St,Subscriber,Male,1977
22203833,2019-04-03 15:47:34,2019-04-03 16:08:21,1799,"1,247.0",287,Franklin St & Monroe St,94,Clark St & Armitage Ave,Subscriber,Female,1987
22203834,2019-04-03 15:47:35,2019-04-03 16:00:01,6081,746.0,289,Wells St & Concord Ln,60,Dayton St & North Ave,Subscriber,Male,1995
22203835,2019-04-03 15:47:40,2019-04-03 15:56:04,5779,504.0,282,Halsted St & Maxwell St,206,Halsted St & Archer Ave,Subscriber,Female,1989
22203837,2019-04-03 15:47:49,2019-04-03 15:55:19,5888,450.0,344,Ravenswood Ave & Lawrence Ave,460,Clark St & Bryn Mawr Ave,Subscriber,Male,1983
22203838,2019-04-03 15:47:53,2019-04-03 16:02:35,3725,882.0,261,Hermitage Ave & Polk St,91,Clinton St & Washington Blvd,Subscriber,Male,1983
22203839,2019-04-03 15:48:08,2019-04-03 16:01:27,2762,799.0,35,Streeter Dr & Grand Ave,289,Wells St & Concord Ln,Subscriber,Female,1991
22203840,2019-04-03 15:48:11,2019-04-03 16:03:27,5499,916.0,300,Broadway & Barry Ave,268,Lake Shore Dr & North Blvd,Subscriber,Male,1992
22203841,2019-04-03 15:48:13,2019-04-03 16:15:44,754,"1,651.0",205,Paulina St & 18th St,289,Wells St & Concord Ln,Subscriber,Female,1985
22203842,2019-04-03 15:48:14,2019-04-03 16:35:45,4352,"2,851.0",465,Marine Dr & Ainslie St,465,Marine Dr & Ainslie St,Customer,,
22203843,2019-04-03 15:48:16,2019-04-03 16:15:16,1001,"1,620.0",13,Wilton Ave & Diversey Pkwy,465,Marine Dr & Ainslie St,Subscriber,Male,1981
22203845,2019-04-03 15:48:28,2019-04-03 15:57:54,4364,566.0,117,Wilton Ave & Belmont Ave,664,Leavitt St & Belmont Ave (*),Subscriber,Male,1981
22203846,2019-04-03 15:48:32,2019-04-03 15:54:26,3243,354.0,77,Clinton St & Madison St,89,Financial Pl & Ida B Wells Dr (Temp),Subscriber,Male,1984
22203847,2019-04-03 15:48:34,2019-04-03 15:59:04,2133,630.0,287,Franklin St & Monroe St,81,Daley Center Plaza,Subscriber,Female,1995
22203848,2019-04-03 15:48:40,2019-04-03 16:07:15,1428,"1,115.0",7,Field Blvd & South Water St,50,Clark St & Ida B Wells Dr,Subscriber,Male,1964
22203849,2019-04-03 15:48:42,2019-04-03 15:57:02,849,500.0,261,Hermitage Ave & Polk St,241,Morgan St & Polk St,Subscriber,Female,1991
22203850,2019-04-03 15:48:45,2019-04-03 16:35:45,6100,"2,820.0",465,Marine Dr & Ainslie St,465,Marine Dr & Ainslie St,Customer,,
22203851,2019-04-03 15:48:45,2019-04-03 15:53:33,4814,288.0,264,Stetson Ave & South Water St,43,Michigan Ave & Washington St,Subscriber,Male,1974
22203852,2019-04-03 15:48:54,2019-04-03 16:01:19,820,745.0,133,Kingsbury St & Kinzie St,33,State St & Van Buren St,Subscriber,Male,1981
22203853,2019-04-03 15:49:02,2019-04-03 16:10:12,2450,"1,270.0",196,Cityfront Plaza Dr & Pioneer Ct,69,Damen Ave & Pierce Ave,Subscriber,Male,1988
22203854,2019-04-03 15:49:05,2019-04-03 16:01:17,3311,732.0,3,Shedd Aquarium,50,Clark St & Ida B Wells Dr,Subscriber,Female,1962
22203855,2019-04-03 15:49:07,2019-04-03 16:06:51,5712,"1,064.0",142,McClurg Ct & Erie St,241,Morgan St & Polk St,Subscriber,Male,1965
22203856,2019-04-03 15:49:08,2019-04-03 15:55:36,4018,388.0,174,Canal St & Madison St,39,Wabash Ave & Adams St,Subscriber,Male,1967
22203857,2019-04-03 15:49:10,2019-04-03 16:02:25,1947,795.0,244,Ravenswood Ave & Irving Park Rd,231,Sheridan Rd & Montrose Ave,Customer,Female,1992
22203858,2019-04-03 15:49:11,2019-04-03 15:59:08,3370,597.0,111,Sedgwick St & Huron St,174,Canal St & Madison St,Subscriber,Female,1986
22203859,2019-04-03 15:49:20,2019-04-03 16:03:12,1227,832.0,111,Sedgwick St & Huron St,327,Sheffield Ave & Webster Ave,Subscriber,Male,1994
22203860,2019-04-03 15:49:34,2019-04-03 15:57:33,4719,479.0,115,Sheffield Ave & Wellington Ave,319,Greenview Ave & Diversey Pkwy,Subscriber,Male,1945
22203862,2019-04-03 15:49:52,2019-04-03 15:56:43,4305,411.0,21,Aberdeen St & Jackson Blvd,19,Loomis St & Taylor St (*),Subscriber,Male,1992
22203863,2019-04-03 15:50:00,2019-04-03 16:01:27,5207,687.0,43,Michigan Ave & Washington St,192,Canal St & Adams St,Subscriber,Male,1984
22203864,2019-04-03 15:50:03,2019-04-03 15:56:18,1080,375.0,257,Lincoln Ave & Waveland Ave,229,Southport Ave & Roscoe St,Subscriber,Female,1984
22203865,2019-04-03 15:50:04,2019-04-03 15:52:39,5089,155.0,48,Larrabee St & Kingsbury St,359,Larrabee St & Division St,Subscriber,Male,1980
22203866,2019-04-03 15:50:05,2019-04-03 16:09:24,602,"1,159.0",283,LaSalle St & Jackson Blvd,289,Wells St & Concord Ln,Subscriber,Male,1978
22203867,2019-04-03 15:50:17,2019-04-03 16:00:40,2807,623.0,6,Dusable Harbor,24,Fairbanks Ct & Grand Ave,Customer,Female,1996
22203868,2019-04-03 15:50:21,2019-04-03 16:07:49,3920,"1,048.0",515,Paulina St & Howard St,448,Warren Park East,Subscriber,Male,1975
22203869,2019-04-03 15:50:23,2019-04-03 16:00:32,4166,609.0,6,Dusable Harbor,24,Fairbanks Ct & Grand Ave,Customer,Male,1995
22203870,2019-04-03 15:50:32,2019-04-03 16:03:40,4090,788.0,92,Carpenter St & Huron St,158,Milwaukee Ave & Wabansia Ave,Subscriber,Female,1991
22203871,2019-04-03 15:50:41,2019-04-03 16:00:58,4748,617.0,254,Pine Grove Ave & Irving Park Rd,347,Ashland Ave & Grace St,Subscriber,Male,1986
22203985,2019-04-03 16:02:13,2019-04-03 16:08:34,4093,381.0,100,Orleans St & Merchandise Mart Plaza,48,Larrabee St & Kingsbury St,Subscriber,Female,1990
22203986,2019-04-03 16:02:22,2019-04-03 16:19:24,4580,"1,022.0",186,Ogden Ave & Race Ave,49,Dearborn St & Monroe St,Subscriber,Male,1990
22203987,2019-04-03 16:02:34,2019-04-03 16:20:04,2836,"1,050.0",53,Wells St & Huron St,58,Marshfield Ave & Cortland St,Subscriber,Male,1990
22203988,2019-04-03 16:02:38,2019-04-03 16:29:15,3245,"1,597.0",90,Millennium Park,72,Wabash Ave & 16th St,Customer,,
22203989,2019-04-03 16:02:42,2019-04-03 16:09:52,315,430.0,303,Broadway & Cornelia Ave,157,Lake Shore Dr & Wellington Ave,Subscriber,Male,1989
22203990,2019-04-03 16:02:48,2019-04-03 16:29:03,6141,"1,575.0",90,Millennium Park,72,Wabash Ave & 16th St,Customer,,
22203991,2019-04-03 16:03:00,2019-04-03 16:08:16,4618,316.0,90,Millennium Park,7,Field Blvd & South Water St,Subscriber,Male,1950
22203993,2019-04-03 16:02:59,2019-04-03 16:24:55,1731,"1,316.0",173,Mies van der Rohe Way & Chicago Ave,273,Michigan Ave & 18th St,Subscriber,Male,1992
22203994,2019-04-03 16:03:03,2019-04-03 16:05:08,1328,125.0,69,Damen Ave & Pierce Ave,213,Leavitt St & North Ave,Subscriber,Female,1990
22203995,2019-04-03 16:03:10,2019-04-03 16:30:40,4310,"1,650.0",28,Larrabee St & Menomonee St,311,Leavitt St & Lawrence Ave,Subscriber,Male,1991
22203996,2019-04-03 16:03:13,2019-04-03 16:12:25,1902,552.0,264,Stetson Ave & South Water St,192,Canal St & Adams St,Subscriber,Female,1980
22203998,2019-04-03 16:03:19,2019-04-03 16:08:46,3905,327.0,24,Fairbanks Ct & Grand Ave,47,State St & Kinzie St,Subscriber,Female,1986
22204000,2019-04-03 16:03:24,2019-04-03 16:33:03,715,"1,779.0",91,Clinton St & Washington Blvd,114,Sheffield Ave & Waveland Ave,Subscriber,Male,1969
22204001,2019-04-03 16:03:32,2019-04-03 16:11:20,6089,468.0,383,Paulina St & Flournoy St,21,Aberdeen St & Jackson Blvd,Subscriber,Female,1986
22204002,2019-04-03 16:03:35,2019-04-03 16:11:49,2287,494.0,113,Bissell St & Armitage Ave,628,Walsh Park,Subscriber,Male,1968
22204003,2019-04-03 16:03:37,2019-04-03 16:20:11,2239,994.0,635,Fairbanks St & Superior St (*),359,Larrabee St & Division St,Subscriber,Female,1981
22204004,2019-04-03 16:03:49,2019-04-03 16:25:45,4261,"1,316.0",85,Michigan Ave & Oak St,312,Clarendon Ave & Gordon Ter,Subscriber,Male,1986
22204005,2019-04-03 16:03:55,2019-04-03 16:09:24,6022,329.0,43,Michigan Ave & Washington St,50,Clark St & Ida B Wells Dr,Subscriber,Male,1973
22204006,2019-04-03 16:04:03,2019-04-03 16:22:20,716,"1,097.0",331,Halsted St & Clybourn Ave (*),232,Pine Grove Ave & Waveland Ave,Subscriber,Male,1981
22206032,2019-04-03 17:52:35,2019-04-03 17:57:22,4131,287.0,74,Kingsbury St & Erie St,359,Larrabee St & Division St,Subscriber,Male,1961
22206033,2019-04-03 17:52:59,2019-04-03 18:05:27,2129,748.0,312,Clarendon Ave & Gordon Ter,459,Lakefront Trail & Bryn Mawr Ave,Subscriber,Male,1980
22206034,2019-04-03 17:53:22,2019-04-03 17:59:46,6420,384.0,39,Wabash Ave & Adams St,174,Canal St & Madison St,Subscriber,Male,1985
22206035,2019-04-03 17:53:24,2019-04-03 17:59:16,4342,352.0,238,Wolcott (Ravenswood) Ave & Montrose Ave (*),239,Western Ave & Leland Ave,Subscriber,Female,1982
22206036,2019-04-03 17:47:58,2019-04-03 17:56:49,4039,531.0,164,Franklin St & Lake St,88,Racine Ave & Randolph St,Subscriber,Male,1982
22206037,2019-04-03 17:48:00,2019-04-03 18:25:16,3364,"2,236.0",38,Clark St & Lake St,131,Lincoln Ave & Belmont Ave,Subscriber,Female,1983
22206038,2019-04-03 17:48:00,2019-04-03 18:24:35,3777,"2,195.0",552,Ashland Ave & McDowell Ave,33,State St & Van Buren St,Subscriber,Male,1977
22206039,2019-04-03 17:48:02,2019-04-03 17:50:21,6328,139.0,90,Millennium Park,90,Millennium Park,Subscriber,Male,1992
22206040,2019-04-03 17:48:13,2019-04-03 18:23:41,5058,"2,128.0",623,Michigan Ave & 8th St,334,Lake Shore Dr & Belmont Ave,Subscriber,Female,1975
22206041,2019-04-03 17:49:02,2019-04-03 17:59:31,6431,629.0,460,Clark St & Bryn Mawr Ave,293,Broadway & Wilson Ave,Subscriber,Male,1991
22206042,2019-04-03 17:49:09,2019-04-03 18:01:10,947,721.0,5,State St & Harrison St,146,Loomis St & Jackson Blvd,Subscriber,Male,1961
22206043,2019-04-03 17:49:16,2019-04-03 18:00:12,4006,656.0,92,Carpenter St & Huron St,199,Wabash Ave & Grand Ave,Subscriber,Male,1985
22206044,2019-04-03 17:49:30,2019-04-03 17:58:49,5635,559.0,43,Michigan Ave & Washington St,96,Desplaines St & Randolph St,Subscriber,Male,1991
22206045,2019-04-03 17:49:34,2019-04-03 17:52:15,2000,161.0,603,Chicago Ave & Sheridan Rd,605,University Library (NU),Subscriber,Male,1989
22206046,2019-04-03 17:49:35,2019-04-03 18:06:34,1131,"1,019.0",287,Franklin St & Monroe St,25,Michigan Ave & Pearson St,Subscriber,Male,1969
22206047,2019-04-03 17:49:43,2019-04-03 17:54:31,1785,288.0,283,LaSalle St & Jackson Blvd,77,Clinton St & Madison St,Subscriber,Male,1980
22206048,2019-04-03 17:49:54,2019-04-03 18:03:09,910,795.0,192,Canal St & Adams St,255,Indiana Ave & Roosevelt Rd,Subscriber,Male,1985
22206050,2019-04-03 17:50:02,2019-04-03 17:59:06,225,544.0,44,State St & Randolph St,77,Clinton St & Madison St,Subscriber,Male,1968
22206052,2019-04-03 17:50:09,2019-04-03 17:56:12,5731,363.0,345,Lake Park Ave & 56th St,423,University Ave & 57th St,Subscriber,Male,1996
22206054,2019-04-03 17:50:27,2019-04-03 18:04:54,3361,867.0,287,Franklin St & Monroe St,301,Clark St & Schiller St,Subscriber,Male,1990
22206056,2019-04-03 17:50:35,2019-04-03 18:05:05,6190,870.0,133,Kingsbury St & Kinzie St,333,Ashland Ave & Blackhawk St,Subscriber,Male,1991
22206057,2019-04-03 17:50:36,2019-04-03 18:15:23,3316,"1,487.0",217,Racine Ave (May St) & Fulton St,340,Clark St & Wrightwood Ave,Subscriber,Female,1989
22206063,2019-04-03 17:51:20,2019-04-03 18:15:21,5582,"1,441.0",454,Broadway & Granville Ave,227,Southport Ave & Waveland Ave,Subscriber,Male,1992
22206064,2019-04-03 17:51:20,2019-04-03 18:01:57,2849,637.0,624,Dearborn St & Van Buren St (*),273,Michigan Ave & 18th St,Subscriber,Female,1987
22206065,2019-04-03 17:51:21,2019-04-03 18:06:42,1282,921.0,31,Franklin St & Chicago Ave,58,Marshfield Ave & Cortland St,Subscriber,Male,1976
22206066,2019-04-03 17:51:25,2019-04-03 18:19:23,4654,"1,678.0",75,Canal St & Jackson Blvd,220,Clark St & Drummond Pl,Subscriber,Male,1990
22206068,2019-04-03 17:51:29,2019-04-03 18:01:26,3305,597.0,321,Wabash Ave & 9th St,42,Wabash Ave & Cermak Rd,Subscriber,Male,1982
22206069,2019-04-03 17:51:31,2019-04-03 17:53:45,2120,134.0,30,Ashland Ave & Augusta Blvd,350,Ashland Ave & Chicago Ave,Subscriber,Male,1990
22206070,2019-04-03 17:51:38,2019-04-03 18:08:23,6225,"1,005.0",230,Lincoln Ave & Roscoe St,329,Lake Shore Dr & Diversey Pkwy,Subscriber,Male,1994
22206071,2019-04-03 17:51:38,2019-04-03 17:58:29,5367,411.0,50,Clark St & Ida B Wells Dr,77,Clinton St & Madison St,Subscriber,Male,1969
22206072,2019-04-03 17:52:05,2019-04-03 18:14:44,684,"1,359.0",35,Streeter Dr & Grand Ave,296,Broadway & Belmont Ave,Subscriber,Male,1990
22206073,2019-04-03 17:52:05,2019-04-03 18:02:40,6209,635.0,43,Michigan Ave & Washington St,255,Indiana Ave & Roosevelt Rd,Subscriber,Male,1990
22206075,2019-04-03 17:52:12,2019-04-03 18:03:27,5288,675.0,287,Franklin St & Monroe St,635,Fairbanks St & Superior St (*),Subscriber,Male,1990
22206076,2019-04-03 17:52:26,2019-04-03 18:16:50,4563,"1,464.0",174,Canal St & Madison St,226,Racine Ave & Belmont Ave,Subscriber,Male,1986
22206079,2019-04-03 17:52:44,2019-04-03 17:57:03,4079,259.0,212,Wells St & Hubbard St,31,Franklin St & Chicago Ave,Subscriber,Male,1993
22206080,2019-04-03 17:52:58,2019-04-03 18:03:04,3779,606.0,212,Wells St & Hubbard St,47,State St & Kinzie St,Subscriber,Male,1993
22206081,2019-04-03 17:53:04,2019-04-03 18:05:39,288,755.0,24,Fairbanks Ct & Grand Ave,174,Canal St & Madison St,Subscriber,Male,1983
22206082,2019-04-03 17:53:18,2019-04-03 17:58:13,1694,295.0,448,Warren Park East,450,Warren Park West,Subscriber,Female,1960
22206083,2019-04-03 17:53:22,2019-04-03 18:14:48,2112,"1,286.0",76,Lake Shore Dr & Monroe St,164,Franklin St & Lake St,Subscriber,Male,1958
22206084,2019-04-03 17:53:22,2019-04-03 18:11:42,4020,"1,100.0",24,Fairbanks Ct & Grand Ave,27,Larrabee St & North Ave,Subscriber,Female,1981
22206085,2019-04-03 17:53:23,2019-04-03 18:10:32,2992,"1,029.0",287,Franklin St & Monroe St,273,Michigan Ave & 18th St,Subscriber,Female,1986
22206086,2019-04-03 17:53:25,2019-04-03 17:56:10,4890,165.0,350,Ashland Ave & Chicago Ave,657,Wood St & Augusta Blvd,Subscriber,Male,1992
22206088,2019-04-03 17:53:26,2019-04-03 17:57:03,6389,217.0,152,Lincoln Ave & Diversey Pkwy,349,Halsted St & Wrightwood Ave,Subscriber,Female,1989
22206089,2019-04-03 17:53:29,2019-04-03 18:15:55,1160,"1,346.0",85,Michigan Ave & Oak St,152,Lincoln Ave & Diversey Pkwy,Subscriber,Male,1995
22206090,2019-04-03 17:53:30,2019-04-03 17:56:08,3147,158.0,100,Orleans St & Merchandise Mart Plaza,181,LaSalle St & Illinois St,Subscriber,Male,1994
22206091,2019-04-03 17:53:31,2019-04-03 18:09:52,2946,981.0,174,Canal St & Madison St,28,Larrabee St & Menomonee St,Subscriber,Male,1985
22206093,2019-04-03 17:53:37,2019-04-03 18:09:49,2357,972.0,7,Field Blvd & South Water St,141,Clark St & Lincoln Ave,Subscriber,Male,1992
22206094,2019-04-03 17:53:41,2019-04-03 18:03:05,1831,564.0,174,Canal St & Madison St,92,Carpenter St & Huron St,Subscriber,Male,1993
22206095,2019-04-03 17:53:42,2019-04-03 17:58:13,437,271.0,142,McClurg Ct & Erie St,199,Wabash Ave & Grand Ave,Subscriber,Male,1987
22206096,2019-04-03 17:53:43,2019-04-03 18:23:06,5093,"1,763.0",164,Franklin St & Lake St,114,Sheffield Ave & Waveland Ave,Subscriber,Male,1994
22206097,2019-04-03 17:53:43,2019-04-03 18:03:18,529,575.0,98,LaSalle St & Washington St,24,Fairbanks Ct & Grand Ave,Subscriber,,
22206098,2019-04-03 17:53:45,2019-04-03 18:03:50,5418,605.0,199,Wabash Ave & Grand Ave,31,Franklin St & Chicago Ave,Subscriber,Male,1995
22206100,2019-04-03 17:53:47,2019-04-03 17:57:17,5545,210.0,198,Green St & Madison St,80,Aberdeen St & Monroe St,Subscriber,Male,1992
22206101,2019-04-03 17:53:49,2019-04-03 18:02:31,5664,522.0,344,Ravenswood Ave & Lawrence Ave,323,Sheridan Rd & Lawrence Ave,Subscriber,Male,1987
22206102,2019-04-03 17:53:50,2019-04-03 17:58:24,1316,274.0,71,Morgan St & Lake St,192,Canal St & Adams St,Subscriber,Male,1978
22206103,2019-04-03 17:53:50,2019-04-03 18:00:51,6176,421.0,59,Wabash Ave & Roosevelt Rd,338,Calumet Ave & 18th St,Subscriber,Male,1980
22206104,2019-04-03 17:53:50,2019-04-03 17:58:42,727,292.0,47,State St & Kinzie St,26,McClurg Ct & Illinois St,Subscriber,Male,1989
22206105,2019-04-03 17:53:51,2019-04-03 18:00:21,3724,390.0,174,Canal St & Madison St,56,Desplaines St & Kinzie St,Subscriber,Male,1991
22206106,2019-04-03 17:53:51,2019-04-03 18:37:48,2092,"2,637.0",287,Franklin St & Monroe St,144,Larrabee St & Webster Ave,Subscriber,Male,1989
22206107,2019-04-03 17:53:53,2019-04-03 18:20:06,6012,"1,573.0",94,Clark St & Armitage Ave,321,Wabash Ave & 9th St,Subscriber,Male,1963
22206108,2019-04-03 17:53:53,2019-04-03 17:57:03,2087,190.0,174,Canal St & Madison St,66,Clinton St & Lake St,Subscriber,Male,1990
22206109,2019-04-03 17:53:53,2019-04-03 18:11:08,3269,"1,035.0",77,Clinton St & Madison St,172,Rush St & Cedar St,Subscriber,Male,1993
22206110,2019-04-03 17:53:55,2019-04-03 17:58:54,4763,299.0,36,Franklin St & Jackson Blvd,90,Millennium Park,Subscriber,Male,1968
22206111,2019-04-03 17:53:56,2019-04-03 18:25:30,2030,"1,894.0",123,California Ave & Milwaukee Ave,181,LaSalle St & Illinois St,Subscriber,Male,1985
22206112,2019-04-03 17:53:58,2019-04-03 18:00:10,4915,372.0,47,State St & Kinzie St,33,State St & Van Buren St,Subscriber,Male,1996
22206113,2019-04-03 17:53:59,2019-04-03 17:56:37,5747,158.0,117,Wilton Ave & Belmont Ave,226,Racine Ave & Belmont Ave,Subscriber,Male,1986
22206114,2019-04-03 17:54:00,2019-04-03 18:01:06,3774,426.0,344,Ravenswood Ave & Lawrence Ave,463,Clark St & Berwyn Ave,Subscriber,Male,1991
22206115,2019-04-03 17:54:01,2019-04-03 18:02:47,249,526.0,49,Dearborn St & Monroe St,59,Wabash Ave & Roosevelt Rd,Subscriber,Male,1983
22206116,2019-04-03 17:54:02,2019-04-03 17:59:31,4630,329.0,119,Ashland Ave & Lake St (Temp),637,Wood St & Chicago Ave (*),Subscriber,Male,1987
22206117,2019-04-03 17:54:02,2019-04-03 18:06:36,5708,754.0,111,Sedgwick St & Huron St,24,Fairbanks Ct & Grand Ave,Subscriber,Female,1985
22206118,2019-04-03 17:54:03,2019-04-03 18:08:15,1452,852.0,286,Franklin St & Quincy St,110,Dearborn St & Erie St,Subscriber,Female,1990
22206119,2019-04-03 17:54:03,2019-04-03 18:00:45,581,402.0,60,Dayton St & North Ave,289,Wells St & Concord Ln,Subscriber,Male,1993
22206120,2019-04-03 17:54:04,2019-04-03 18:12:50,5440,"1,126.0",81,Daley Center Plaza,94,Clark St & Armitage Ave,Subscriber,Male,1967
22206121,2019-04-03 17:54:05,2019-04-03 17:58:39,6088,274.0,451,Sheridan Rd & Loyola Ave,449,Clark St & Columbia Ave,Subscriber,Male,1980
22206123,2019-04-03 17:54:06,2019-04-03 18:01:26,5136,440.0,605,University Library (NU),596,Benson Ave & Church St,Subscriber,Male,1995
22206124,2019-04-03 17:54:07,2019-04-03 18:01:33,6102,446.0,179,MLK Jr Dr & Pershing Rd,237,MLK Jr Dr & 29th St,Subscriber,Male,1993
22206125,2019-04-03 17:54:07,2019-04-03 18:01:31,4873,444.0,344,Ravenswood Ave & Lawrence Ave,462,Winchester (Ravenswood) Ave & Balmoral Ave,Subscriber,Male,1978
